Time (seconds), PosCmd (Theta) deg, PosFbk (Theta) deg, PosErr (Theta) deg, VelCmd (Theta) deg/msec, VelFbk (Theta) deg/msec, VelErr (Theta) deg/msec, AccCmd (Theta), AccErr (Theta), AccFbk (Theta), CurCmd (Theta), CurFbk (Theta), CurErr (Theta), AxisStatus (Theta), DriveStatus (Theta), PsoCounter0 (Theta), PsoStatus (Theta), WaveformActive (Theta), PsoWaveformActiveOnTime (Theta), PsoWaveformActivePulseCount (Theta), PsoWaveformActiveTotalTime (Theta)
0.07200000000000001, 3678570.00000436, 3678570, 4.3600797653198246E-06, 18, 17.96, 0.04, 0, 0.04, -0.04, 0.28781232237815857, 0.19295160472393036, 0.09486071765422821, 8585, 16851105, 900, 540, 1, 100, 200, 1000
0.073, 3678588.00000436, 3678587.96, 0.04000436007976532, 18, 17.96, 0.04, 0, 0, 0, 0.3211785554885864, 0.2490430772304535, 0.07213547825813293, 8585, 16851073, 2, 540, 1, 100, 200, 1000
0.074, 3678606.00000436, 3678605.98, 0.02000436007976532, 18, 18.02, -0.02, 0, -0.06, 0.06, 0.15892082452774048, 0.1828620433807373, -0.023941218852996826, 8585, 16851137, 2, 540, 1, 100, 200, 1000
0.075, 3678624.00000436, 3678624, 4.3600797653198246E-06, 18, 18.02, -0.02, 0, 0, 0, 0.12536458671092987, 0.17073605954647064, -0.04537147283554077, 8585, 16851009, 900, 540, 1, 100, 200, 1000
0.076, 3678642.00000436, 3678642.04, -0.03999563992023468, 18, 18.04, -0.04, 0, -0.02, 0.02, 0.06396877765655518, 0.11267636716365814, -0.048707589507102966, 8585, 16851041, 899, 540, 1, 100, 200, 1000
0.077, 3678660.00000436, 3678660.04, -0.03999563992023468, 18, 18, 0, 0, 0.04, -0.04, 0.14259298145771027, 0.13680754601955414, 0.005785435438156128, 8585, 16850977, 898, 540, 1, 100, 200, 1000
0.078, 3678678.00000436, 3678678.04, -0.03999563992023468, 18, 18, 0, 0, 0, 0, 0.13587908446788788, 0.13396817445755005, 0.0019109100103378296, 8585, 16851105, 899, 540, 1, 100, 200, 1000
0.079, 3678696.00000436, 3678696, 4.3600797653198246E-06, 18, 17.96, 0.04, 0, 0.04, -0.04, 0.2792055606842041, 0.16390663385391235, 0.11529892683029175, 8585, 16851073, 900, 540, 1, 100, 200, 1000
0.08, 3678714.00000436, 3678713.98, 0.02000436007976532, 18, 17.98, 0.02, 0, -0.02, 0.02, 0.2240818589925766, 0.26428407430648804, -0.04020221531391144, 8585, 16851137, 2, 540, 1, 100, 200, 1000
0.081, 3678732.00000436, 3678731.96, 0.04000436007976532, 18, 17.98, 0.02, 0, 0, 0, 0.21097332239151, 0.25578606128692627, -0.04481273889541626, 8585, 16851009, 3, 540, 1, 100, 200, 1000
0.082, 3678750.00000436, 3678749.96, 0.04000436007976532, 18, 18, 0, 0, -0.02, 0.02, 0.21959339082241058, 0.2167632132768631, 0.0028301775455474854, 8585, 16851041, 3, 540, 1, 100, 200, 1000
0.083, 3678768.00000436, 3678767.98, 0.02000436007976532, 18, 18.02, -0.02, 0, -0.02, 0.02, 0.15717129409313202, 0.19226540625095367, -0.035094112157821655, 8585, 16851105, 1, 540, 1, 100, 200, 1000
0.084, 3678786.00000436, 3678786.02, -0.01999563992023468, 18, 18.04, -0.04, 0, -0.02, 0.02, 0.06615418940782547, 0.14163340628147125, -0.07547921687364578, 8585, 16851073, 900, 540, 1, 100, 200, 1000
0.085, 3678804.00000436, 3678804.02, -0.01999563992023468, 18, 18, 0, 0, 0.04, -0.04, 0.07412464916706085, 0.16464722156524658, -0.09052257239818573, 8585, 16851137, 900, 540, 1, 100, 200, 1000
0.08600000000000001, 3678822.00000436, 3678822, 4.3600797653198246E-06, 18, 17.98, 0.02, 0, 0.02, -0.02, 0.179823637008667, 0.1935167759656906, -0.01369313895702362, 8585, 16851009, 1, 540, 1, 100, 200, 1000
0.08700000000000001, 3678840.00000436, 3678839.96, 0.04000436007976532, 18, 17.96, 0.04, 0, 0.02, -0.02, 0.21662548184394836, 0.22304904460906982, -0.00642356276512146, 8585, 16851041, 2, 540, 1, 100, 200, 1000
0.088, 3678858.00000436, 3678857.96, 0.04000436007976532, 18, 18, 0, 0, -0.04, 0.04, 0.2223459929227829, 0.21259243786334991, 0.009753555059432983, 8585, 16850977, 2, 540, 1, 100, 200, 1000
0.089, 3678876.00000436, 3678875.98, 0.02000436007976532, 18, 18.02, -0.02, 0, -0.02, 0.02, 0.18824076652526855, 0.17553940415382385, 0.012701362371444702, 8585, 16851105, 1, 540, 1, 100, 200, 1000
0.09, 3678894.00000436, 3678894.02, -0.01999563992023468, 18, 18.04, -0.04, 0, -0.02, 0.02, 0.07315349578857422, 0.15827718377113342, -0.0851236879825592, 8585, 16851073, 900, 540, 1, 100, 200, 1000
0.091, 3678912.00000436, 3678912.02, -0.01999563992023468, 18, 18, 0, 0, 0.04, -0.04, 0.12867265939712524, 0.15309199690818787, -0.024419337511062622, 8585, 16851137, 899, 540, 1, 100, 200, 1000
0.092, 3678930.00000436, 3678930.04, -0.03999563992023468, 18, 18.02, -0.02, 0, -0.02, 0.02, 0.10886559635400772, 0.17716571688652039, -0.06830012053251266, 8585, 16851009, 899, 540, 1, 100, 200, 1000
0.093, 3678948.00000436, 3678948.02, -0.01999563992023468, 18, 17.98, 0.02, 0, 0.04, -0.04, 0.23516272008419037, 0.14238214492797852, 0.09278057515621185, 8585, 16851041, 900, 540, 1, 100, 200, 1000
0.094, 3678966.00000436, 3678965.98, 0.02000436007976532, 18, 17.96, 0.04, 0, 0.02, -0.02, 0.2959136962890625, 0.26786696910858154, 0.028046727180480957, 8585, 16850977, 2, 540, 1, 100, 200, 1000
0.095, 3678984.00000436, 3678983.94, 0.06000436007976532, 18, 17.96, 0.04, 0, 0, 0, 0.33248093724250793, 0.3521186113357544, -0.01963767409324646, 8585, 16851105, 3, 540, 1, 100, 200, 1000
0.096, 3679002.00000436, 3679001.96, 0.04000436007976532, 18, 18.02, -0.02, 0, -0.06, 0.06, 0.23038069903850555, 0.19409142434597015, 0.0362892746925354, 8585, 16851137, 2, 540, 1, 100, 200, 1000
0.097, 3679020.00000436, 3679020, 4.3600797653198246E-06, 18, 18.04, -0.04, 0, -0.02, 0.02, 0.1501684933900833, 0.18661530315876007, -0.03644680976867676, 8585, 16851009, 1, 540, 1, 100, 200, 1000
0.098, 3679038.00000436, 3679038.04, -0.03999563992023468, 18, 18.04, -0.04, 0, 0, 0, 0.021890850737690926, 0.13682110607624054, -0.11493025533854961, 8585, 16851041, 899, 540, 1, 100, 200, 1000
0.099, 3679056.00000436, 3679056.06, -0.059995639920234684, 18, 18.02, -0.02, 0, 0.02, -0.02, 0.11132468283176422, 0.09789155423641205, 0.013433128595352173, 8585, 16850977, 898, 540, 1, 100, 200, 1000
0.1, 3679074.00000436, 3679074.04, -0.03999563992023468, 18, 17.98, 0.02, 0, 0.04, -0.04, 0.2178770899772644, 0.1362663060426712, 0.0816107839345932, 8585, 16851105, 898, 540, 1, 100, 200, 1000
0.101, 3679092.00000436, 3679092, 4.3600797653198246E-06, 18, 17.96, 0.04, 0, 0.02, -0.02, 0.27727633714675903, 0.17678731679916382, 0.10048902034759521, 8585, 16851073, 900, 540, 1, 100, 200, 1000
0.10200000000000001, 3679110.00000436, 3679109.98, 0.02000436007976532, 18, 17.98, 0.02, 0, -0.02, 0.02, 0.23162433505058289, 0.2418636679649353, -0.010239332914352417, 8585, 16851137, 2, 540, 1, 100, 200, 1000
0.10300000000000001, 3679128.00000436, 3679127.96, 0.04000436007976532, 18, 17.98, 0.02, 0, 0, 0, 0.219544917345047, 0.24793967604637146, -0.028394758701324463, 8585, 16851009, 3, 540, 1, 100, 200, 1000
0.10400000000000001, 3679146.00000436, 3679145.96, 0.04000436007976532, 18, 18, 0, 0, -0.02, 0.02, 0.22821323573589325, 0.21417951583862305, 0.014033719897270203, 8585, 16851041, 2, 540, 1, 100, 200, 1000
0.105, 3679164.00000436, 3679164, 4.3600797653198246E-06, 18, 18.04, -0.04, 0, -0.04, 0.04, 0.1286076307296753, 0.19078023731708527, -0.06217260658740997, 8585, 16850977, 900, 540, 1, 100, 200, 1000
0.106, 3679182.00000436, 3679182.02, -0.01999563992023468, 18, 18.02, -0.02, 0, 0.02, -0.02, 0.17695453763008118, 0.13233233988285065, 0.04462219774723053, 8585, 16851105, 899, 540, 1, 100, 200, 1000
0.107, 3679200.00000436, 3679200.04, -0.03999563992023468, 18, 18.02, -0.02, 0, 0, 0, 0.08927688002586365, 0.12099040299654007, -0.03171352297067642, 8585, 16851073, 899, 540, 1, 100, 200, 1000
0.108, 3679218.00000436, 3679218.02, -0.01999563992023468, 18, 17.98, 0.02, 0, 0.04, -0.04, 0.2742375135421753, 0.14835748076438904, 0.12588003277778625, 8585, 16851009, 899, 540, 1, 100, 200, 1000
0.109, 3679236.00000436, 3679235.98, 0.02000436007976532, 18, 17.96, 0.04, 0, 0.02, -0.02, 0.29836687445640564, 0.2191849946975708, 0.07918187975883484, 8585, 16851041, 1, 540, 1, 100, 200, 1000
